Auteur;P1;Ecole_pays_1;P_Dates;Id
BERTRAND LOUIS;rodez, ?, paris, 03-11-1935, nationalité : française;FRANCE;03-11-1935;8918
BERTRAND PHILIPPE;Paris, 1663, paris, 1724;FRANCE;1663-1724;20933
BESANCON ANTOINE;;FRANCE;;22527
BESNARD CHARLOTTE GABRIELLE;;FRANCE;;22537
BESNARD PHILIPPE;;FRANCE;;22538
BESQUEUT ANDRE;chamard, 1850, vals-près-le-puy, 1942, nationalité : française;FRANCE;1850-1942;22612
BESSET HENRY;;FRANCE;;22615
BESSON JACKY;;FRANCE;;22616
BESSON JEAN SERAPHIN;Saint-laurent-en-grandvaux, 1795, dole, 1864, créateur et conservateur du musée de dole;FRANCE;1795-1864;17977
BESSON JULIE;;;;18169
BETTENCOURT PIERRE;Saint-maurice-d'etelan, 1917, ?, 2006;FRANCE;1917-2006;2229
BEYER PAUL;Strasbourg, 1873, bourges, 1945;FRANCE;1873-1945;2002
BEYLARD LOUIS CHARLES;Bordeaux, 1843, ?, 1925;FRANCE;1843-1925;22618
BIAGINI JEAN;Marseille, 1941;FRANCE;1941;13917
BIANCHI ABEL MAURICE;;FRANCE;;22619
BIANCO T;;;;18306
BIARD PIERRE II;Paris, 1592, paris, 1661;FRANCE;1592-1661;20909
BIARDEAU PIERRE;;;;41459
BIASCAMANO ALDO;;;;10167
BIETH JEAN SYLVAIN;Cambrai, 1955;FRANCE;1955;11106
BIGNARD FRANÇOIS AUGUSTIN;Arras, 1816, 1876;FRANCE;1816-1876;12436
BIGONET CHARLES;;FRANCE;;22620
BIGOT ALEXANDRE;un diplôme de chimie, qui lui apporta une connaissance fort sollicitée, notamment par jean carries, qui à son tour l'influença plus tard. pour le côté pratique (tournage et moulage), il bénéficia des conseils de raphaël tessier (1860-1937);;1860-1937;16389
BIGOT RAYMOND;orbec, 1872, ecquemauville, 1953;FRANCE;1872-1953;12043
BINET FERNAND;;FRANCE,DOUAI;;10785
BINGEN;;;;34932
BINGEN A;;;;29521
BINGEN ET COSTENOBLE;;;;8934
BINGEN PIERRE;;;;29474
BINI;;;;15811
BINQUET ALBERT;;FRANCE;;22623
BIOS;;;;18294
BIRKEMEYER HANS;Marrakech (maroc), 1957;;1957;10143
BISCEGLIA;;;;23735
BISCEGLIA FRERES;;;;23761
BISCEGLIA MARIO;;;;9105
BISCEGNA;;;;22091
BITTER ARY;marseille, 1883, paris, 1973;FRANCE;1883-1973;12433
BITTER ARY JEAN LEON;;FRANCE;;22624
BIZETTE LINDET ANDRE;1906 (?);FRANCE;1906;8596
BLAISE AIME GUSTAVE;?, 1877, ?;FRANCE;1877;8575
BLAISE BARTHELEMY;Lyon, 1738, paris, 1819;FRANCE;1738-1819;20934
BLANC ARMAND;Dijon, ?, ?, connu de 1850 à 1859;FRANCE;1850-1859;20741
BLANC ROBERT;Manosque (alpes-de-haute provence), 1949, nationalité française;FRANCE;1949;14323
BLANCHARD JULES;;FRANCE;;22625
BLANCHET;;;;23762
BLANCHON MARGUERITE;Blois, 1872, morte en ?, femme;;1872;16400
BLANCKART OLIVIER;Bruxelles (belgique), 1959;;1959;10222
BLARD JACQUES NICOLAS THEODORE;dieppe, 1795, 2e moitié 19e siècle#nicole : 1807, 1883;;1795-2-19-1807-1883;12542
BLARD THEODORE;l'abbé cochet, jean bouzard, sauveteur dieppois, alfred canel;FRANCE;;12299
BLARY CHRISTOPHE;;FRANCE;;8018
BLASSET NICOLAS;;FRANCE;;22632
BLAVIER EMILE VICTOR;Crespin, 19e siècle;FRANCE;19;10708
BLAZY MICHEL;Monaco (principauté de monaco), 1966;;1966;10193
BLEIKER ULRICH;;;;11620
BLIN EDOUARD PIERRE;;FRANCE;;22643
BLOCH ARMAND LUCIEN;;FRANCE;;22644
BLONDAT MAX;Crain, 1872, boulogne, 1925;;1872-1925;22654
BLONDEAU PIERRE;;;;28575
BLOT EUGENE;;FRANCE;;22655
BOCK KATINKA;Francfort-sur-le-main (allemagne), 1976, femme;;1976;10218
BOCQUET SIMON LOUIS;Paris, 1743, paris, 1833;FRANCE;1743-1833;20367
BODART MARCEL;saint-denis, 1916, paris, 1997;FRANCE;1916-1997;12365
BOEHM JOSEPH EDGAR;Vienne, 1834, londres (?), 1890;GRANDE-BRETAGNE;1834-1890;580
BOEUF;;FRANCE;;22656
BOFILL ANTOINE;barcelone, 1875, ?, 1921;;1875-1921;6343
BOGINO FREDERIC LOUIS DESIRE;Paris, 1831, paris, 1899.;FRANCAISE;1831-1899;19768
BOHN LEON;Bar le duc, ?, ?, 1899;FRANCE;1899;12265
BOICHOT GUILLAUME;Châlon-sur-saône, 1735, paris, 1814;FRANCE;1735-1814;19957
BOILEAU MARTINE;;FRANCE;;22658
BOISECQ SIMONE;Alger, 1922, femme;FRANCE;1922;12840
BOISGONTIER GEORGES;Bordeaux, 1931;FRANCE;1931;22676
BOISHERAUD SEBASTIEN DE;Maisdon-sur-sèvre, 1847, montagne, 1927;FRANCE;1847-1927;12841
BOISSEAU EMILE;Varzy, 1842, ?, 1923;FRANCE;1842-1923;12849
BOISSEAU EMILE ANDRE;Varzy, 1842, ?,1923;;1842-1923;19774
BOISSONNET EDMOND;bordeaux, 1906, maulette, 1995;FRANCE;1906-1995;12024
BOIZOT LOUIS SIMON;paris, 1743, paris, 1809, nationalité : française, musée du louvre (mouleur);FRANCE;1743-1809;8921
BOIZOT SIMON LOUIS;Paris, 1743, paris, 1809;FRANCE;1743-1809;175
BOLLARD MARIE MADELEINE;Annecy, 1944, femme;FRANCE;1944;4977
BOLLE REDDAT EMILE;Tenay (ain), 1907, montbonnot-saint-martin (isère), 1982, nationalité française;FRANCE;1907-1982;15770
BOLLINGER CHRISTOPH;Kiel, 1939;ALLEMAGNE;1939;1925
BOLOGNE JEAN DE;douai, 1529, florence, 1608;ITALIE;1529-1608;10528
BOLTANSKI CHRISTIAN;Paris, 1944;FRANCE;1944;6807
BONDUEL LEON;;FRANCE;;22689
BONFILS MATHIEU;;FRANCE;;22691
BONGART HANS;Actif à colmar au début du 16e siècle;ALLEMAGNE,RHIN SUPERIEUR;16;22692
BONHEUR ISIDORE;Bordeaux, 1827, bordeaux, 1901;FRANCE;1827-1901;12946
BONHEUR ISIDORE JULES;;FRANCE;;22694
BONHEUR MARIE ROSALIE;Bordeaux, 1822, by (77), 1899, femme;FRANCE;1822-77-1899;12422
BONHEUR ROSA;;;;1547
BONI PAOLINO;;;;13859
BONI PAOLO;Vicchio, 1926;ITALIE;1926;13858
BONNAL DANIEL;Tarbes (hautes-pyrénées), 1959;;1959;10161
BONNARD PIERRE;;FRANCE;;22706
BONNARDEL HIPPOLYTE;bonnay, 1824, rome, 1856. sculpteur français, lauréat du prix de rome en 1851.;FRANCE;1824-1856-1851;22709
BONNARDEL PIERRE ANTOINE HIPPOLYTE;Bonnay, 1824, rome, 1856;FRANCE;1824-1856;8519
BONNASSIEUX JEAN MARIE;sculpteur né à panissières en 1810, mort à paris en 1892. en 1836, il obtient le grand prix de rome. il sculpte très régulièrement des sujets mythologiques ou religieux.;;1810-1892-1836;22725
BONNASSIEUX JEAN MARIE BIENAIME;Pannissières, 1810, paris, 1892;FRANCE;1810-1892;8503
BONNET;;FRANCE;;478
BONNET GUILLAUME;saint-germain-laval, 1820, 27 juin, lyon, 1873, 26 avril#chinard joseph : lyon, 1756, 12 février, lyon, 1813, 20 juin;;1820-27-1873-26-1756-12-1813-20;22726
BONTEMPS PIERRE;Paris, né vers 1507, paris, 1568, connu de 1536 à 1568;FRANCE;1507-1568-1536-1568;20897
BONTOUX PIERRE ANTOINE;;FRANCE;;22727
BOQUET SAINT SIMON;;;;20367
BORDES JACQUELINE;;FRANCE;;22728
BORDONI FRANCESCO;Florence, 1580, paris, 1654;FRANCE;1580-1654;20630
BORDONI FRANCESCO DI BARTOLOMEO;Florence, 1580, paris, 1654;FRANCE;1580-1654;19964
BORGEY LEON;?, 1888, ?, 1959;FRANCE;1888-1959;6335
BORNIER NICOLAS;bourberain, 1762-07-26, dijon, 1829-09-18;;1762-07-26-1829-09-18;22729
BOROFSKY JONATHAN;Boston, 1942;ETATS-UNIS;1942;2018
BORREL ALFRED;paris, 1836, ?, 1927;;1836-1927;12759
BORREL MAURICE;montataire, 1804, chevilly, 1882, nationalité : française;;1804-1882;22730
BOSIO ASTYANAX SCAEVOLA;paris, 1793, paris, 1876;FRANCE;1793-1876;22732
BOSIO FRANÇOIS JOSEPH;monaco, 1768, paris, 1845;FRANCE;1768-1845;8006
BOSIO FRANÇOIS JOSEPH BARON;Monaco, 1768, paris, 1845;FRANCE;1768-1845;11923
BOSRAMIEZ LEON;Bondy, 1923, ?, 2005-10-22;FRANCE;1923-2005-10-22;8611
BOSSE ABRAHAM;;;;36222
BOSSU A;19e, 20e siècles, nationalité : française;;19-20;8112
BOSSUT ETIENNE;Saint-chamond, 1946;FRANCE;1946;6871
BOTINELLY LOUIS MARCEL;Digne, 1883, marseille, 1962;FRANCE;1883-1962;2234
BOTTEE LOUIS ALEXANDRE;;FRANCE;;22742
BOTTINELLI ANTONIO;;ITALIE;;22752
BOUCHARD HENRI;dijon, 1875-12-13, paris, 1960-11- 30;FRANCE;1875-12-13-1960-11-30;13199
BOUCHARD LOUIS HENRI;Dijon, 1875-12-13, paris, 1960-11-30;;1875-12-13-1960-11-30;3694
BOUCHARDON EDME;chaumont, 1698, paris, 1762;FRANCE;1698-1762;677
BOUCHARDON JACQUES PHILIPPE;chaumont, 1711, stockholm, 1753;FRANCE;1711-1753;20927
BOUCHER;;FRANCE;;23875
BOUCHER ALFRED;bouy-sur-orvin (10), 1850, aix-les-bains, 1934;;10-1850-1934;14045
BOUCHER FRANÇOIS;;;;12505
BOUCHER JEAN;?, 1870, ?, 1939, nationalité : française;;1870-1939;23932
BOUCHERON ALEXANDRE;;;;5410
BOUCHON BRANDELY GERMAIN;;FRANCE;;23934
BOUDET;;FRANCE;;23936
BOUDIN THOMAS;Paris, vers 1570, paris, 1637;FRANCE;1570-1637;21057
BOUDOUX NESTOR;;;;13725
BOUGELET PATRICK;Lille, 1944;FRANCE;1944;11087
BOUGRON LOUIS VICTOR;paris, 1798, ?, 1886;FRANCE;1798-1886;11974
BOUILLON FRANÇOIS;Limoges (haute-vienne), 1944;;1944;10227
BOUILLON HENRI THEOPHILE;;FRANCE;;23937
BOUILLON THEOPHILE HENRI;saint-front (16), 1864, saint-front (16), 1934;FRANCE;16-1864-16-1934;17407
BOULAIS;?, ?, ?, 19e s., nationalité : française;;19;12511
BOULANGER JACQUES;;FRANCE;;23942
BOULEZ;;;;3658
BOULIET PHILIPPE;;;;12636
BOULIET SYLVIE;;;;12636
BOULLOGNE LOUIS;;;;12476
BOUNIEN PAUL;;;;16397
BOUQUET PAUL;;FRANCE;;23943
BOUQUILLON ALBERT;Paris, 1908;FRANCE;1908;8600
BOURAINE MARCEL;?, 1886, ?, 1948, nationalité : française;;1886-1948;23944
BOURDELLE ANTOINE;montauban, 1861, le vésinet, 1929, nationalité : française;FRANCE;1861-1929;754
BOURDELLE EMILE ANTOINE;Montauban, 1861, le vésinet, 1929;FRANCE;1861-1929;248
BOURDET;;;;35747
BOURDET FRANÇOIS EUGENE;;;;35747
BOURDIN HERVE;Saint-ouen, 1950;FRANCE;1950;6814
BOURDIN MICHEL II;Paris, 1609, paris, 1678;FRANCE;1609-1678;21058
BOURDONNY FRANCISQUE;;;;20631
BOURGEOIS ARTHUR;Dijon, 1838, paris, 1886;FRANCE;1838-1886;8532
BOURGEOIS LOUIS MAXIMILIEN;Paris, 1839, paris, 1901;FRANCE;1839-1901;169
BOURGEOIS MASE;Paris, 1839, ?, 1901;FRANCE;1839-1901;13088
BOURGEOIS MAX;;;;17816
BOURGET ALBERT;;FRANCE;;23989
BOURGOIN EUGENE;reims, 1880, paris, 1924, nationalité : française;FRANCE;1880-1924;23997
BOURICHE HENRI JOSEPH JACQUES;;FRANCE;;23998
BOURROUX ANDRE;;FRANCE;;24032
BOURSAULT MADELEINE;;FRANCE;;24033
BOUSCAU CLAUDE LUCIEN JEAN;?, 1909;FRANCE;1909;8601
BOUSSEAU JACQUES;Chavagnes, en, paillers, vendée, 1681, valsain, 1740;FRANCE;1681-1740;19932
BOUTRY EDGARD;Lille, 1857, ?,1939;FRANCE;1857-1939;8556
BOUVAL MAURICE;Toulouse, 1863, ?, 1916;FRANCE;1863-1916;12606
BOUVET;19e siècle;FRANCE;19;8029
BOUVET F;;;;16792
BOXBERG IDA DE;;ALLEMAGNE;;24035
BOYE PIERRE;;FRANCE;;24041
BOYER;;;;24269
BOYER THIERRY;Carmaux (tarn), 1966;;1966;10176
BOZO;;;;8422
BOZZI JEAN;Né en 1860, mort en 1946, a vécu à l'isle adam à partir de 1908;FRANCE;1860-1946-1908;18370
BRA EUSTACHE MARIE JOSEPH;;FLANDRE;;24044
BRA PERE;;;;24045
BRA THEOPHILE FRANÇOIS MARCEL;Douai, 1797, douai, 1863;FRANCE;1797-1863;10553
BRACCI PIETRO;Rome, 1700, rome, 1773;ITALIE;1700-1773;14579
BRACH MALVINA;paris, 19e siècle, ?, ?, femme, nationalité : française;;19;13164
BRACHARD JEAN CHARLES NICOLAS;?, 1766, ?, 1830;FRANCE;1766-1830;14524
BRACHARD JEAN NICOLAS ALEXANDRE;;FRANCE;;24061
BRACONY LEOPOLD;Rome, 1847, ?;;1847;24062
BRANDELY DANIEL;Clermont-ferrand, 1950;FRANCE;1950;1746
BRANDT FRANÇOIS;;FRANCE;;24063
BRAQUE GEORGES;argenteuil, 1882, paris, 1963;FRANCE;1882-1963;6385
BRASSEUR LUCIEN ALCIDE CONSTANT;?, 1878, ?, 1960;FRANCE;1878-1960;8574
BRAULT A;;FRANCE,FRANCE;;24065
BRAUNER VICTOR;Piatra neamt, 1903, paris, 1966;FRANCE,ROUMANIE;1903-1966;1747
BRECQUESSENT JEAN DE;;;;24066
BREER ROBERT;Détroit (etats-unis), 1926, tucson (etats-unis), 2011;;1926-2011;10254
BRETON;Besançon, 1731, besançon, 1800;;1731-1800;24067
BRETON CHARLES EUGENE;;FRANCE;;24068
BRETON LUC;Besançon, 1731, besançon, 1800;FRANCE,FRANCHE-COMTE;1731-1800;17628
BRETON LUC FRANÇOIS;Besançon, 1731, besançon, 1800;FRANCE;1731-1800;20929
BRETON PAUL EUGENE;;FRANCE;;24069
BREUIL LION;;;;2678
BRIAN JEAN LOUIS;Avignon, 1805, paris, 1864;FRANCE;1805-1864;8500
BRICE OLIVIER;;;;8763
BRIDAN CHARLES ANTOINE;Ravières (yonne), 1730, paris, 1805, nationalité française;FRANCE;1730-1805;14613
BRIDAN LE FILS;;;;20930
BRIDAN PIERRE CHARLES;Paris, 1766, versailles, 1836;FRANCE;1766-1836;20930
BRIDEN DESIRE;;FRANCE;;24071
BRIFFAULT FRANCE;Montigny-aux-amognes, 5 octobre 1862, ?, ? 1931;FRANCE;5-1862-1931;1481
BRIOSCO ANDREA;Padoue, 1470 vers, padoue, 1532;ITALIE;1470-1532;10666
BRITA;Paris, 1936, femme;FRANCE;1936;6838
BRIZARD SUZANNE;paris, 1883, paris, 18-02-1936, femme;FRANCE;1883-18-02-1936;6955
BROCCETTI GIUSEPPE;Douai, 1529, florence, 1608;ITALIE;1529-1608;10563
BROCHARD YVES;lille, 1951, nationalité :france#darras claude : hesdin, 1955, nationalité :france;FRANCE;1951-1955;11824
BROCHE GABRIEL;;FRANCE;;24098
BROCHE IGNACE;Belfort, 1741, paris, 1795;FRANCE;1741-1795;20944
BROEDERLAM MELCHIOR;;;;22223
BROQUET GASTON;void-vacon, 1880, paris, 1947, nationalité : française;FRANCE;1880-1947;842
BROQUIN & LAINE FRERES;;;;26410
BROSSA JOAN;Barcelone, 1919, barcelone, 1998;ESPAGNE;1919-1998;6921
BROUILLET PIERRE AMEDEE;;FRANCE;;24100
BROUSSARD ANDRE PIERRE HENRI;;FRANCE;;24131
BROWN JOHN LEWIS;;FRANCE;;24132
BRUCH HELMUT;;;;14879
BRUGIOTTI;;;;28328
BRUGIOTTI J;;;;35438
BRUGIOTTI M;mouleur du musée d'angers en 1901;FRANCE;1901;8633
BRUHL HERMANN;Stuttgart, 1918, obermarkt, ?;ALLEMAGNE;1918;4964
BRUNEL LOUIS RAYMOND HENRY;1818, 1882;;1818-1882;12541
BRUNET;;;;23758
BRUNOT JACQUES NICOLAS;;FRANCE;;24142
BRUSSE MARK;Alkmaar, 1937;PAYS-BAS;1937;6806
BRUYER LEON;;FRANCE;;24143
BRY THEODORE DE;;FLANDRE;;24144
BUCHER PIERRE;?, 1510, ?, 1576;;1510-1576;14760
BUGATTI REMBRANDT;Milan, 1885, paris, 1916;FRANCE,ITALIE;1885-1916;1748
BUIRETTE JACQUES;Paris, 1631, paris, 1699;FRANCE;1631-1699;20932
BULLOCH ANGELA;Rainy river (canada), 1966, femme;;1966;10201
BULLOZ JACQUES ERNEST;Paris, 1858, paris, 1942;;1858-1942;6713
BUNEL FRANÇOIS LE JEUNE;;;;28805
BUONARROTI MICHELANGELO;;;;24228
BURAGLIO PIERRE;Charenton-le-pont, 1939;FRANCE;1939;6813
BURI SAMUEL;täuffelen, 1935;SUISSE;1935;764
BURY POL;Haine-saint-pierre, 1922, paris, 2005;BELGIQUE;1922-2005;6821
BUS MAURICE DESIRE DE;1907 (?);FRANCE;1907;8603
BUSATO;;;;18280
BUSSON GEORGES;Paris, 1859, versailles, 1933;;1859-1933;19737
BUSTAMANTE JEAN MARC;Toulouse, 1952;FRANCE;1952;2191
BUTHAUD RENE;Saintes, 1886, bordeaux, 1986;FRANCE;1886-1986;12063
BUTTET JEANNE DE;valence, 1854, chambéry, 1926, femme, nationalité : française;FRANCE;1854-1926;24224
BUYSTER PHILIPPE DE;;FLANDRE;;24226
C G;;;;17820
CABET JEAN BAPTISTE PAUL;Nuits-saint-georges, 1815, paris, 1876;FRANCE;1815-1876;20739
CABET PAUL;nuits-saint-georges, 1815, paris, 1876;;1815-1876;2673
CABUCHET CHARLES PIERRE EMILIEN;bourg-en-bresse, 1819, bourg-en-bresse, 1902;FRANCE;1819-1902;13953
CABUCHET EMILIEN;Bourg-en-bresse, 1819, bourg-en-bresse, 1902;FRANCE;1819-1902;198
CACHEUX FRANÇOIS;Paris, 1923;FRANCE;1923;1754
CADENAT GASTON;;FRANCE;;24238
CADET DE BEAUPRE JEAN BAPTISTE ANTOINE;;FRANCE;;24239
CADIOT NOEMIE;;FRANCE;;24240
CAFFIERI JEAN JACQUES;Paris, 1725, paris, 1792;FRANCE;1725-1792;20370
CAFFIERI PHILIPPE LE JEUNE;Né en 1714, mort en 1774;FRANCE;1714-1774;8187
CAHINGT HENRI;;;;12581
CAHN MARCELLE;Strasbourg, 1895, neuilly-sur-seine, 1981, femme;FRANCE;1895-1981;1757
CAHOREAU GUSTAVE;;;;11491
CAILLE JOSEPH MICHEL;Nantes, 1836, nantes, 1881;FRANCE;1836-1881;12979
CAILLER PIERRE;;;;26488
CAILLOUET LOUIS DENIS;Paris, 1790, paris, 1868;FRANCE;1790-1868;20972
CAIN AUGUSTE NICOLAS;Paris, 1821, paris, 1894;FRANCE;1821-1894;479
CALAIS STEPHANE;Arras (pas-de-calais), 1967;;1967;10205
CALDER ALEXANDER;Philadelphie (etats-unis), 1898, new york (etats-unis), 1976, nationalité américaine;ETATS-UNIS;1898-1976;14239
CALI ERNEST;;;;5494
CALKA MAURICE;Lodz (pologne), 1921, paris, 1999;FRANCE;1921-1999;8614
CALLAMARD CHARLES ANTOINE;Paris, 1769 ou 1776 (?), paris, 1821;FRANCE;1769-1776-1821;20551
CALLEDE ALEX;;FRANCE;;24254
CALLIET;;;;17818
CALLON;;;;1569
CALMELS ANATOLE CELESTIN;;FRANCE;;24255
CALOT EMILE EMMANUEL;Douai, 1843, ?, 1906;FRANCE;1843-1906;10614
CALZOLARI PIER PAOLO;Bologne, 1943;ITALIE;1943;24262
CAMBI ULISSE;;FLORENCE;;24264
CAMBOS JEAN JULES;;FRANCE;;24265
CAMBRAI JEAN DE;?, ?, ?, mort en 1438;;1438;5951
CAMINITI MARTIN;Taurianova, 1959;FRANCE,ITALIE;1959;24270
CAMPAGNE PIERRE ETIENNE DANIEL;Gontaud (lot-et-garonne), 1851, 1908;;1851-1908;18317
CAMPERTOGNO MARCHINO DI;;;;17963
CAMPOS MEIRELLES CILDO;;;;2240
CAMUS JEAN MARIE;clermont-ferrand, 1877, paris, 1955, nationalité : française;;1877-1955;6954
CANALE VICTOR;;;;23763
CANE LOUIS;Beaulieu-sur-mer, 1943;FRANCE;1943;24272
CANLERS CHARLES STANISLAS;;;;24713
CANOVA ANTONIO;possagno, 1757, 1er novembre, venise, 1822, 13 octobre;;1757-1-1822-13;24277
CANTINI JULES;;FRANCE,ITALIE;;24279
CANTONI;;;;27580
CANUDAS JORDI;Vich (espagne), 1963;;1963;10168
CAPALDO A;;;;18368
CAPELLARO CHARLES ROMAIN;paris, 1826, paris, 1899;FRANCE;1826-1899;24280
CAPELLARO PAUL GABRIEL;1862, ?;FRANCE;1862;8555
CAPELLI;;;;23771
CAPOVANI;;FRANCE;;24281
CAPPABIANCA ALBERT CESAR;;ITALIE;;24282
CAPPIELLO LEONETTO;livourne, 1875, grasse, 1942, affichiste, dessinateur, illustrateur, sculpteur;FRANCE;1875-1942;666
CAPPIER A;;;;15921
CAPTIER FRANÇOIS ETIENNE;Baugy, 1840, paris, 1902;FRANCE;1840-1902;17982
CAQUE ARMAND AUGUSTE;;FRANCE,FRANCE;;24286
CARABIN FRANÇOIS RUPERT;Saverne, 1862, strasbourg, 1932;FRANCE;1862-1932;1763
CARAVANNIEZ ALFRED;;FRANCE;;24288
CARAVANNIEZ ALFRED ADOLPHE;Saint-nazaire, 1855, ?, 1917;FRANCE;1855-1917;12991
CARBONNAUX AUGUSTE JEAN MARIE;;;;20922
CARDOT JEAN;Saint-etienne, 1930;FRANCE;1930;20688
CARL JULES ANTOINE;Sainte-croix-aux-mines, 1863, ?;FRANCE;1863;17408
CARLES ANTONIN;gimont, 1851, paris, 1919, nationalité : française;FRANCE;1851-1919;24310
CARLES JEAN ANTONIN;gimont, 1851, paris, 1919, nationalité : française;FRANCE;1851-1919;821
CARLI AUGUSTE;Marseille, 1868, ?, 1930;FRANCE;1868-1930;13905
CARLI AUGUSTE HENRI;l'épargne est symbolisée par une femme largement drapée, s'avançant majestueusement, un livret à la main, vers un forgeron qui lui tend une bourse contenant ses économies, en arrière plan sont figurés un laboureur et un semeur tandis qu'en bas à droite un couple agé savoure, la main dans la main, les bienfaits de la prévoyance. il réalise plusieurs uvres religieuses dont la lutte de jacob et de l'ange et le christ et sainte véronique, cette dernière sculpture montrée à l'occasion de l'exposition coloniale de 1906, est un chef-d'uvre où les expressions de la douleur marquant le visage du christ et de la souffrance retenue de sainte véronique sont rendues d'une façon saisissante. henriette albrand, fille de l'armateur joseph étienne, commande en 1904 à auguste carli une fontaine monumentale afin de célébrer le souvenir de son père. cette fontaine qui a pour thème le triomphe d'amphitrite est inaugurée en 1906. un piédestal monumental supporte la statue d'amphitrite le bras gauche tendu vers la ville avec à ses pieds un triton soufflant dans une conque. le piédestal comporte quatre rostres décorés de tête de bélier surmonté d'un cartouche sur lequel est gravé le nom des navires appartenant à l'armateur joseph étienne : le cèdre, le clarisse louise, le goéland et le nicolas étienne jeune. la place sur laquelle est placée cette statue porte le nom de josph étienne. ses amitiés pour les milieux radicaux-socialistes lui valent les commandes du monument du sénateur victor leydet (1910) à aix-en-provence, de celui de camille pelletan à salon-de-provence (1922), et de celui de paul peytral à marseille (1926) actuellement exposé au parc borély.;;1906-1904-1906-1910-1922-1926;16398
CARLI LOUIS FRANÇOIS;;FRANCE;;24303
CARLIER EMILE JOSEPH;Cambrai, 1849, paris, 1927;FRANCE;1849-1927;17939
CARLIER F;1861, 1967, en 1860, charles avril devient actionnaire de la tuilerie georges et compagnie située à montchanin et créée en 1858 puis en devient propriétaire quelques années plus tard. en 1879, il fonde la société anonyme de la grande tuilerie de bourgogne et développe rapidement un processus de fabrication et de manutention très mécanisé, en installant notamment des fours continus vers 1900. l'usine fusionne en 1938 avec la société des grandes tuileries bourguignonnes de chagny (société des grandes tuileries de bourgogne chagny-montchanin) elle-même absorbée par la société lambert frères en 1963. la tuilerie de montchanin ferme ses portes en 1967.;;1861-1967-1860-1858-1879-1900-1938-1963-1967;16219
CARLUS JEAN;lavaur, 1852, ?,1930, siot-decauville : ?, mort en1909;;1852-1930-1909;10404
CARMASSI ARTURO;lucques, 1925, nationalité : italienne;ITALIE;1925;811
CARNIELO RINALDO;;ITALIE;;24311
CARO ANITA DE;;ETATS-UNIS;;24312
CARO ANTHONY;New malden, 1924;ROYAUME-UNI;1924;6826
CAROLUS DURAN;;;;27059
CARPEAUX JEAN BAPTISTE;valenciennes, 1827-05-11, courbevoie, 1875-10-12, nationalité : française;FRANCE;1827-05-11-1875-10-12;8879
CARPENTIER PAUL;;FRANCE;;24456
CARR TOM;Tarragone, 1956;ESPAGNE;1956;6948
CARRIER BELLEUSE;;;;24475
CARRIER BELLEUSE ALBERT ERNEST;Anizy-le-château, 1824, sèvres, 1887;FRANCAISE;1824-1887;17462
CARRIER DODY UNAL;;;;14697
CARRIERE JEAN RENE;?, 1888, ?, 1982;FRANCE;1888-1982;2476
CARRIES JEAN;lyon, 1855, 15 février, paris, 1894, 1er juillet;;1855-15-1894-1;24532
CARRIES JEAN JOSEPH;lyon, 1855, paris, 1894, nationalité : française;;1855-1894;24533
CARRIES JEAN JOSEPH MARIE;lyon, 1855, paris, 1894;FRANCE;1855-1894;13962
CARTELLIER PIERRE;paris, 1757, paris, 1831;;1757-1831;8012
CARTIER MAX;Draguignan, 1935;FRANCE;1935;24534
CARTIER THOMAS FRANÇOIS;Marseille, 1879, mort en 1943;FRANCE;1879-1943;18357
CARTON JEAN MAURICE;;FRANCE;;24536
CARVELHANI;;;;24842
CARVILLANI RENATO;Rome, ?, ?;;;6896
CARVIN AUGUSTE;;FRANCE;;24537
CARVIN AUGUSTE JULES CHARLES;sin-le-noble, 1868, amiens 1949;FRANCE;1868-1949;13703
CASCALLS JAUME;Sculpteur, peintre, et architecte catalan, actif entre 1345 et 1379, mort après 1406 (information ulan);;1345-1379-1406;10266
CASSAVETTI ZAMBACCO MARIE;;GRECE;;24539
